Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:27:08.750000,SAI,55,0 days 00:01:27.944000,51.0,2.0,,,0 days 00:00:29.315000,0 days 00:00:23.653000,0 days 00:00:34.976000,0 days 01:26:10.106000,0 days 01:26:33.759000,0 days 01:27:08.735000,275.0,290.0,282.0,281.0,True,SOFT,29.0,True,Renault,0 days 01:25:40.806000,2018-03-25 06:31:51.987,1,10.0,False,,False,True
0 days 01:28:37.191000,SAI,55,0 days 00:01:28.441000,52.0,2.0,,,0 days 00:00:29.589000,0 days 00:00:23.759000,0 days 00:00:35.093000,0 days 01:27:38.324000,0 days 01:28:02.083000,0 days 01:28:37.176000,272.0,291.0,281.0,265.0,False,SOFT,30.0,True,Renault,0 days 01:27:08.750000,2018-03-25 06:33:19.931,1,10.0,False,,False,True
0 days 01:30:05.688000,SAI,55,0 days 00:01:28.497000,53.0,2.0,,,0 days 00:00:29.740000,0 days 00:00:23.797000,0 days 00:00:34.960000,0 days 01:29:06.916000,0 days 01:29:30.713000,0 days 01:30:05.673000,,290.0,284.0,274.0,False,SOFT,31.0,True,Renault,0 days 01:28:37.191000,2018-03-25 06:34:48.372,1,10.0,False,,False,True
0 days 01:31:33.852000,SAI,55,0 days 00:01:28.164000,54.0,2.0,,,0 days 00:00:29.572000,0 days 00:00:23.610000,0 days 00:00:34.982000,0 days 01:30:35.245000,0 days 01:30:58.855000,0 days 01:31:33.837000,273.0,291.0,282.0,279.0,False,SOFT,32.0,True,Renault,0 days 01:30:05.688000,2018-03-25 06:36:16.869,1,10.0,False,,False,True
0 days 01:33:02.155000,SAI,55,0 days 00:01:28.303000,55.0,2.0,,,0 days 00:00:29.579000,0 days 00:00:23.628000,0 days 00:00:35.096000,0 days 01:32:03.416000,0 days 01:32:27.044000,0 days 01:33:02.140000,272.0,292.0,282.0,278.0,False,SOFT,33.0,True,Renault,0 days 01:31:33.852000,2018-03-25 06:37:45.033,1,10.0,False,,False,True
0 days 01:34:30.259000,SAI,55,0 days 00:01:28.104000,56.0,2.0,,,0 days 00:00:29.593000,0 days 00:00:23.700000,0 days 00:00:34.811000,0 days 01:33:31.733000,0 days 01:33:55.433000,0 days 01:34:30.244000,269.0,292.0,283.0,273.0,False,SOFT,34.0,True,Renault,0 days 01:33:02.155000,2018-03-25 06:39:13.336,1,10.0,False,,False,True
0 days 01:35:58.255000,SAI,55,0 days 00:01:27.996000,57.0,2.0,,,0 days 00:00:29.323000,0 days 00:00:23.667000,0 days 00:00:35.006000,0 days 01:34:59.567000,0 days 01:35:23.234000,0 days 01:35:58.240000,273.0,292.0,280.0,270.0,False,SOFT,35.0,True,Renault,0 days 01:34:30.259000,2018-03-25 06:40:41.440,1,10.0,False,,False,True
0 days 01:37:27.186000,SAI,55,0 days 00:01:28.931000,58.0,2.0,,,0 days 00:00:29.469000,0 days 00:00:23.878000,0 days 00:00:35.584000,0 days 01:36:27.709000,0 days 01:36:51.587000,0 days 01:37:27.171000,275.0,290.0,254.0,272.0,False,SOFT,36.0,True,Renault,0 days 01:35:58.255000,2018-03-25 06:42:09.436,1,10.0,False,,False,True
0 days 00:08:43.655000,RAI,7,0 days 00:01:35.474000,1.0,,,,,0 days 00:00:23.858000,0 days 00:00:36.343000,,0 days 00:08:07.376000,0 days 00:08:44.548000,268.0,295.0,282.0,244.0,False,nan,,True,Ferrari,0 days 00:07:07.988000,2018-03-25 05:13:19.169,,2.0,False,,False,False
0 days 00:10:13.921000,RAI,7,0 days 00:01:30.266000,2.0,1.0,,,0 days 00:00:29.958000,0 days 00:00:24.047000,0 days 00:00:36.261000,0 days 00:09:13.609000,0 days 00:09:37.656000,0 days 00:10:13.917000,267.0,290.0,283.0,287.0,True,ULTRASOFT,4.0,False,Ferrari,0 days 00:08:43.655000,2018-03-25 05:14:54.836,,2.0,False,,False,False
0 days 00:11:43.777000,RAI,7,0 days 00:01:29.856000,3.0,1.0,,,0 days 00:00:30.015000,0 days 00:00:23.968000,0 days 00:00:35.873000,0 days 00:10:43.932000,0 days 00:11:07.900000,0 days 00:11:43.773000,269.0,289.0,285.0,290.0,True,ULTRASOFT,5.0,False,Ferrari,0 days 00:10:13.921000,2018-03-25 05:16:25.102,,2.0,False,,False,False
0 days 00:13:13.327000,RAI,7,0 days 00:01:29.550000,4.0,1.0,,,0 days 00:00:29.834000,0 days 00:00:23.946000,0 days 00:00:35.770000,0 days 00:12:13.607000,0 days 00:12:37.553000,0 days 00:13:13.323000,271.0,292.0,282.0,276.0,True,ULTRASOFT,6.0,False,Ferrari,0 days 00:11:43.777000,2018-03-25 05:17:54.958,,2.0,False,,False,False
0 days 00:14:43.067000,RAI,7,0 days 00:01:29.740000,5.0,1.0,,,0 days 00:00:29.890000,0 days 00:00:23.797000,0 days 00:00:36.053000,0 days 00:13:43.213000,0 days 00:14:07.010000,0 days 00:14:43.063000,,290.0,280.0,277.0,False,ULTRASOFT,7.0,False,Ferrari,0 days 00:13:13.327000,2018-03-25 05:19:24.508,,2.0,False,,False,False
0 days 00:16:13.499000,RAI,7,0 days 00:01:30.432000,6.0,1.0,,,0 days 00:00:29.867000,0 days 00:00:23.995000,0 days 00:00:36.570000,0 days 00:15:12.930000,0 days 00:15:36.925000,0 days 00:16:13.495000,268.0,287.0,281.0,272.0,False,ULTRASOFT,8.0,False,Ferrari,0 days 00:14:43.067000,2018-03-25 05:20:54.248,21,2.0,False,,False,True
0 days 00:17:43.443000,RAI,7,0 days 00:01:29.944000,7.0,1.0,,,0 days 00:00:29.868000,0 days 00:00:23.915000,0 days 00:00:36.161000,0 days 00:16:43.363000,0 days 00:17:07.278000,0 days 00:17:43.439000,272.0,287.0,282.0,287.0,False,ULTRASOFT,9.0,False,Ferrari,0 days 00:16:13.499000,2018-03-25 05:22:24.680,21,2.0,False,,False,True
0 days 00:19:13.036000,RAI,7,0 days 00:01:29.593000,8.0,1.0,,,0 days 00:00:29.865000,0 days 00:00:23.926000,0 days 00:00:35.802000,0 days 00:18:13.304000,0 days 00:18:37.230000,0 days 00:19:13.032000,271.0,285.0,281.0,286.0,False,ULTRASOFT,10.0,False,Ferrari,0 days 00:17:43.443000,2018-03-25 05:23:54.624,1,2.0,False,,False,True
0 days 00:20:42.039000,RAI,7,0 days 00:01:29.003000,9.0,1.0,,,0 days 00:00:29.753000,0 days 00:00:23.722000,0 days 00:00:35.528000,0 days 00:19:42.785000,0 days 00:20:06.507000,0 days 00:20:42.035000,273.0,287.0,284.0,,True,ULTRASOFT,11.0,False,Ferrari,0 days 00:19:13.036000,2018-03-25 05:25:24.217,1,2.0,False,,False,True
0 days 00:22:10.945000,RAI,7,0 days 00:01:28.906000,10.0,1.0,,,0 days 00:00:29.740000,0 days 00:00:23.816000,0 days 00:00:35.350000,0 days 00:21:11.775000,0 days 00:21:35.591000,0 days 00:22:10.941000,,288.0,285.0,291.0,True,ULTRASOFT,12.0,False,Ferrari,0 days 00:20:42.039000,2018-03-25 05:26:53.220,12,2.0,False,,False,True
0 days 00:23:39.430000,RAI,7,0 days 00:01:28.485000,11.0,1.0,,,0 days 00:00:29.449000,0 days 00:00:23.629000,0 days 00:00:35.407000,0 days 00:22:40.390000,0 days 00:23:04.019000,0 days 00:23:39.426000,274.0,288.0,284.0,,True,ULTRASOFT,13.0,False,Ferrari,0 days 00:22:10.945000,2018-03-25 05:28:22.126,1,2.0,False,,False,True
0 days 00:25:08.247000,RAI,7,0 days 00:01:28.817000,12.0,1.0,,,0 days 00:00:29.622000,0 days 00:00:23.753000,0 days 00:00:35.442000,0 days 00:24:09.048000,0 days 00:24:32.801000,0 days 00:25:08.243000,272.0,289.0,285.0,,False,ULTRASOFT,14.0,False,Ferrari,0 days 00:23:39.430000,2018-03-25 05:29:50.611,1,2.0,False,,False,True
0 days 00:26:36.676000,RAI,7,0 days 00:01:28.429000,13.0,1.0,,,0 days 00:00:29.341000,0 days 00:00:23.658000,0 days 00:00:35.430000,0 days 00:25:37.584000,0 days 00:26:01.242000,0 days 00:26:36.672000,,289.0,284.0,293.0,True,ULTRASOFT,15.0,False,Ferrari,0 days 00:25:08.247000,2018-03-25 05:31:19.428,1,2.0,False,,False,True
0 days 00:28:04.989000,RAI,7,0 days 00:01:28.313000,14.0,1.0,,,0 days 00:00:29.342000,0 days 00:00:23.658000,0 days 00:00:35.313000,0 days 00:27:06.014000,0 days 00:27:29.672000,0 days 00:28:04.985000,274.0,289.0,285.0,291.0,True,ULTRASOFT,16.0,False,Ferrari,0 days 00:26:36.676000,2018-03-25 05:32:47.857,1,2.0,False,,False,True
0 days 00:29:33.446000,RAI,7,0 days 00:01:28.457000,15.0,1.0,,,0 days 00:00:29.529000,0 days 00:00:23.610000,0 days 00:00:35.318000,0 days 00:28:34.514000,0 days 00:28:58.124000,0 days 00:29:33.442000,271.0,290.0,283.0,292.0,False,ULTRASOFT,17.0,False,Ferrari,0 days 00:28:04.989000,2018-03-25 05:34:16.170,1,2.0,False,,False,True
0 days 00:31:01.428000,RAI,7,0 days 00:01:27.982000,16.0,1.0,,,0 days 00:00:29.339000,0 days 00:00:23.622000,0 days 00:00:35.021000,0 days 00:30:02.781000,0 days 00:30:26.403000,0 days 00:31:01.424000,275.0,290.0,284.0,291.0,True,ULTRASOFT,18.0,False,Ferrari,0 days 00:29:33.446000,2018-03-25 05:35:44.627,1,2.0,False,,False,True
0 days 00:32:29.644000,RAI,7,0 days 00:01:28.216000,17.0,1.0,,,0 days 00:00:29.475000,0 days 00:00:23.583000,0 days 00:00:35.158000,0 days 00:31:30.899000,0 days 00:31:54.482000,0 days 00:32:29.640000,272.0,292.0,285.0,,False,ULTRASOFT,19.0,False,Ferrari,0 days 00:31:01.428000,2018-03-25 05:37:12.609,1,2.0,False,,False,True
0 days 00:34:15.502000,RAI,7,0 days 00:01:45.858000,18.0,1.0,,0 days 00:33:56.979000,0 days 00:00:29.467000,0 days 00:00:23.773000,0 days 00:00:52.618000,0 days 00:32:59.107000,0 days 00:33:22.880000,0 days 00:34:15.498000,277.0,291.0,,294.0,False,ULTRASOFT,20.0,False,Ferrari,0 days 00:32:29.644000,2018-03-25 05:38:40.825,1,3.0,False,,False,False
0 days 00:35:48.039000,RAI,7,0 days 00:01:32.537000,19.0,2.0,0 days 00:34:18.337000,,0 days 00:00:34.585000,0 days 00:00:23.304000,0 days 00:00:34.648000,0 days 00:34:50.083000,0 days 00:35:13.387000,0 days 00:35:48.035000,279.0,286.0,283.0,230.0,False,SOFT,1.0,True,Ferrari,0 days 00:34:15.502000,2018-03-25 05:40:26.683,1,3.0,False,,False,False
0 days 00:37:16.875000,RAI,7,0 days 00:01:28.836000,20.0,2.0,,,0 days 00:00:29.633000,0 days 00:00:23.681000,0 days 00:00:35.522000,0 days 00:36:17.668000,0 days 00:36:41.349000,0 days 00:37:16.871000,270.0,288.0,283.0,285.0,False,SOFT,2.0,True,Ferrari,0 days 00:35:48.039000,2018-03-25 05:41:59.220,1,3.0,False,,False,True
0 days 00:38:45.638000,RAI,7,0 days 00:01:28.763000,21.0,2.0,,,0 days 00:00:29.552000,0 days 00:00:23.623000,0 days 00:00:35.588000,0 days 00:37:46.423000,0 days 00:38:10.046000,0 days 00:38:45.634000,,289.0,283.0,281.0,False,SOFT,3.0,True,Ferrari,0 days 00:37:16.875000,2018-03-25 05:43:28.056,1,3.0,False,,False,True
0 days 00:40:14.195000,RAI,7,0 days 00:01:28.557000,22.0,2.0,,,0 days 00:00:29.625000,0 days 00:00:23.684000,0 days 00:00:35.248000,0 days 00:39:15.259000,0 days 00:39:38.943000,0 days 00:40:14.191000,267.0,286.0,283.0,277.0,False,SOFT,4.0,True,Ferrari,0 days 00:38:45.638000,2018-03-25 05:44:56.819,1,3.0,False,,False,True
0 days 00:41:42.899000,RAI,7,0 days 00:01:28.704000,23.0,2.0,,,0 days 00:00:29.680000,0 days 00:00:23.769000,0 days 00:00:35.255000,0 days 00:40:43.871000,0 days 00:41:07.640000,0 days 00:41:42.895000,,286.0,284.0,280.0,False,SOFT,5.0,True,Ferrari,0 days 00:40:14.195000,2018-03-25 05:46:25.376,12,3.0,False,,False,True
0 days 00:43:11.364000,RAI,7,0 days 00:01:28.465000,24.0,2.0,,,0 days 00:00:29.465000,0 days 00:00:23.643000,0 days 00:00:35.357000,0 days 00:42:12.360000,0 days 00:42:36.003000,0 days 00:43:11.360000,272.0,,282.0,288.0,False,SOFT,6.0,True,Ferrari,0 days 00:41:42.899000,2018-03-25 05:47:54.080,21,3.0,False,,False,True
0 days 00:44:40.115000,RAI,7,0 days 00:01:28.751000,25.0,2.0,,,0 days 00:00:29.660000,0 days 00:00:23.709000,0 days 00:00:35.382000,0 days 00:43:41.020000,0 days 00:44:04.729000,0 days 00:44:40.111000,269.0,291.0,283.0,279.0,False,SOFT,7.0,True,Ferrari,0 days 00:43:11.364000,2018-03-25 05:49:22.545,12,3.0,False,,False,True
0 days 00:46:39.662000,RAI,7,0 days 00:01:59.547000,26.0,2.0,,,0 days 00:00:38.950000,0 days 00:00:30.168000,0 days 00:00:50.429000,0 days 00:45:19.061000,0 days 00:45:49.229000,0 days 00:46:39.658000,209.0,211.0,149.0,232.0,False,SOFT,8.0,True,Ferrari,0 days 00:44:40.115000,2018-03-25 05:50:51.296,26,3.0,False,,False,False
0 days 00:48:45.100000,RAI,7,0 days 00:02:05.438000,27.0,2.0,,,0 days 00:00:41.542000,0 days 00:00:34.781000,0 days 00:00:49.115000,0 days 00:47:21.200000,0 days 00:47:55.981000,0 days 00:48:45.096000,174.0,231.0,191.0,180.0,False,SOFT,9.0,True,Ferrari,0 days 00:46:39.662000,2018-03-25 05:52:50.843,6,3.0,False,,False,False
0 days 00:50:49.758000,RAI,7,0 days 00:02:04.658000,28.0,2.0,,,0 days 00:00:42.999000,0 days 00:00:31.492000,0 days 00:00:50.167000,0 days 00:49:28.095000,0 days 00:49:59.587000,0 days 00:50:49.754000,162.0,227.0,169.0,193.0,False,SOFT,10.0,True,Ferrari,0 days 00:48:45.100000,2018-03-25 05:54:56.281,64,3.0,False,,False,False
0 days 00:52:57.622000,RAI,7,0 days 00:02:07.864000,29.0,2.0,,,0 days 00:00:40.969000,0 days 00:00:34.794000,0 days 00:00:52.101000,0 days 00:51:30.723000,0 days 00:52:05.517000,0 days 00:52:57.618000,233.0,168.0,245.0,177.0,False,SOFT,11.0,True,Ferrari,0 days 00:50:49.758000,2018-03-25 05:57:00.939,4,3.0,False,,False,False
0 days 00:55:13.760000,RAI,7,0 days 00:02:16.138000,30.0,2.0,,,0 days 00:00:45.143000,0 days 00:00:34.689000,0 days 00:00:56.306000,0 days 00:53:42.761000,0 days 00:54:17.450000,0 days 00:55:13.756000,200.0,221.0,226.0,102.0,False,SOFT,12.0,True,Ferrari,0 days 00:52:57.622000,2018-03-25 05:59:08.803,4,3.0,False,,False,False
0 days 00:57:31.038000,RAI,7,0 days 00:02:17.278000,31.0,2.0,,,0 days 00:00:45.966000,0 days 00:00:36.056000,0 days 00:00:55.256000,0 days 00:55:59.722000,0 days 00:56:35.778000,0 days 00:57:31.034000,117.0,197.0,286.0,113.0,False,SOFT,13.0,True,Ferrari,0 days 00:55:13.760000,2018-03-25 06:01:24.941,41,3.0,False,,False,False
0 days 00:58:59.710000,RAI,7,0 days 00:01:28.672000,32.0,2.0,,,0 days 00:00:29.982000,0 days 00:00:23.478000,0 days 00:00:35.212000,0 days 00:58:01.016000,0 days 00:58:24.494000,0 days 00:58:59.706000,270.0,293.0,282.0,290.0,False,SOFT,14.0,True,Ferrari,0 days 00:57:31.038000,2018-03-25 06:03:42.219,1,3.0,False,,False,True
0 days 01:00:27.792000,RAI,7,0 days 00:01:28.082000,33.0,2.0,,,0 days 00:00:29.424000,0 days 00:00:23.474000,0 days 00:00:35.184000,0 days 00:59:29.130000,0 days 00:59:52.604000,0 days 01:00:27.788000,272.0,292.0,283.0,285.0,False,SOFT,15.0,True,Ferrari,0 days 00:58:59.710000,2018-03-25 06:05:10.891,1,3.0,False,,False,True
0 days 01:01:55.769000,RAI,7,0 days 00:01:27.977000,34.0,2.0,,,0 days 00:00:29.394000,0 days 00:00:23.423000,0 days 00:00:35.160000,0 days 01:00:57.182000,0 days 01:01:20.605000,0 days 01:01:55.765000,274.0,294.0,284.0,287.0,True,SOFT,16.0,True,Ferrari,0 days 01:00:27.792000,2018-03-25 06:06:38.973,1,3.0,False,,False,True
0 days 01:03:23.488000,RAI,7,0 days 00:01:27.719000,35.0,2.0,,,0 days 00:00:29.466000,0 days 00:00:23.436000,0 days 00:00:34.817000,0 days 01:02:25.231000,0 days 01:02:48.667000,0 days 01:03:23.484000,275.0,293.0,283.0,288.0,True,SOFT,17.0,True,Ferrari,0 days 01:01:55.769000,2018-03-25 06:08:06.950,1,3.0,False,,False,True
0 days 01:04:50.954000,RAI,7,0 days 00:01:27.466000,36.0,2.0,,,0 days 00:00:29.164000,0 days 00:00:23.422000,0 days 00:00:34.880000,0 days 01:03:52.648000,0 days 01:04:16.070000,0 days 01:04:50.950000,,294.0,281.0,286.0,True,SOFT,18.0,True,Ferrari,0 days 01:03:23.488000,2018-03-25 06:09:34.669,1,3.0,False,,False,True
0 days 01:06:18.587000,RAI,7,0 days 00:01:27.633000,37.0,2.0,,,0 days 00:00:29.295000,0 days 00:00:23.448000,0 days 00:00:34.890000,0 days 01:05:20.245000,0 days 01:05:43.693000,0 days 01:06:18.583000,273.0,290.0,279.0,284.0,False,SOFT,19.0,True,Ferrari,0 days 01:04:50.954000,2018-03-25 06:11:02.135,1,3.0,False,,False,True
0 days 01:07:46.292000,RAI,7,0 days 00:01:27.705000,38.0,2.0,,,0 days 00:00:29.442000,0 days 00:00:23.422000,0 days 00:00:34.841000,0 days 01:06:48.025000,0 days 01:07:11.447000,0 days 01:07:46.288000,274.0,291.0,281.0,,False,SOFT,20.0,True,Ferrari,0 days 01:06:18.587000,2018-03-25 06:12:29.768,1,3.0,False,,False,True
0 days 01:09:13.698000,RAI,7,0 days 00:01:27.406000,39.0,2.0,,,0 days 00:00:29.342000,0 days 00:00:23.291000,0 days 00:00:34.773000,0 days 01:08:15.630000,0 days 01:08:38.921000,0 days 01:09:13.694000,273.0,291.0,282.0,283.0,True,SOFT,21.0,True,Ferrari,0 days 01:07:46.292000,2018-03-25 06:13:57.473,1,3.0,False,,False,True
0 days 01:10:40.741000,RAI,7,0 days 00:01:27.043000,40.0,2.0,,,0 days 00:00:28.993000,0 days 00:00:23.299000,0 days 00:00:34.751000,0 days 01:09:42.687000,0 days 01:10:05.986000,0 days 01:10:40.737000,272.0,292.0,281.0,289.0,True,SOFT,22.0,True,Ferrari,0 days 01:09:13.698000,2018-03-25 06:15:24.879,1,3.0,False,,False,True
0 days 01:12:07.921000,RAI,7,0 days 00:01:27.180000,41.0,2.0,,,0 days 00:00:29.101000,0 days 00:00:23.361000,0 days 00:00:34.718000,0 days 01:11:09.838000,0 days 01:11:33.199000,0 days 01:12:07.917000,275.0,291.0,282.0,287.0,False,SOFT,23.0,True,Ferrari,0 days 01:10:40.741000,2018-03-25 06:16:51.922,1,3.0,False,,False,True
0 days 01:13:35.036000,RAI,7,0 days 00:01:27.115000,42.0,2.0,,,0 days 00:00:29.044000,0 days 00:00:23.419000,0 days 00:00:34.652000,0 days 01:12:36.961000,0 days 01:13:00.380000,0 days 01:13:35.032000,277.0,293.0,282.0,289.0,False,SOFT,24.0,True,Ferrari,0 days 01:12:07.921000,2018-03-25 06:18:19.102,1,3.0,False,,False,True
0 days 01:15:02.124000,RAI,7,0 days 00:01:27.088000,43.0,2.0,,,0 days 00:00:29.043000,0 days 00:00:23.308000,0 days 00:00:34.737000,0 days 01:14:04.075000,0 days 01:14:27.383000,0 days 01:15:02.120000,275.0,292.0,282.0,286.0,False,SOFT,25.0,True,Ferrari,0 days 01:13:35.036000,2018-03-25 06:19:46.217,1,3.0,False,,False,True
0 days 01:16:29.320000,RAI,7,0 days 00:01:27.196000,44.0,2.0,,,0 days 00:00:29.163000,0 days 00:00:23.301000,0 days 00:00:34.732000,0 days 01:15:31.283000,0 days 01:15:54.584000,0 days 01:16:29.316000,273.0,292.0,281.0,282.0,False,SOFT,26.0,True,Ferrari,0 days 01:15:02.124000,2018-03-25 06:21:13.305,1,3.0,False,,False,True
0 days 01:17:56.364000,RAI,7,0 days 00:01:27.044000,45.0,2.0,,,0 days 00:00:29.199000,0 days 00:00:23.243000,0 days 00:00:34.602000,0 days 01:16:58.515000,0 days 01:17:21.758000,0 days 01:17:56.360000,272.0,291.0,283.0,284.0,False,SOFT,27.0,True,Ferrari,0 days 01:16:29.320000,2018-03-25 06:22:40.501,1,3.0,False,,False,True
0 days 01:19:23.652000,RAI,7,0 days 00:01:27.288000,46.0,2.0,,,0 days 00:00:29.259000,0 days 00:00:23.303000,0 days 00:00:34.726000,0 days 01:18:25.619000,0 days 01:18:48.922000,0 days 01:19:23.648000,274.0,293.0,280.0,,False,SOFT,28.0,True,Ferrari,0 days 01:17:56.364000,2018-03-25 06:24:07.545,1,3.0,False,,False,True
0 days 01:20:51.018000,RAI,7,0 days 00:01:27.366000,47.0,2.0,,,0 days 00:00:29.243000,0 days 00:00:23.302000,0 days 00:00:34.821000,0 days 01:19:52.891000,0 days 01:20:16.193000,0 days 01:20:51.014000,275.0,293.0,282.0,,False,SOFT,29.0,True,Ferrari,0 days 01:19:23.652000,2018-03-25 06:25:34.833,1,3.0,False,,False,True
0 days 01:22:18.026000,RAI,7,0 days 00:01:27.008000,48.0,2.0,,,0 days 00:00:29.049000,0 days 00:00:23.203000,0 days 00:00:34.756000,0 days 01:21:20.063000,0 days 01:21:43.266000,0 days 01:22:18.022000,,293.0,284.0,286.0,True,SOFT,30.0,True,Ferrari,0 days 01:20:51.018000,2018-03-25 06:27:02.199,1,3.0,False,,False,True
0 days 01:23:45.350000,RAI,7,0 days 00:01:27.324000,49.0,2.0,,,0 days 00:00:29.171000,0 days 00:00:23.387000,0 days 00:00:34.766000,0 days 01:22:47.193000,0 days 01:23:10.580000,0 days 01:23:45.346000,,291.0,283.0,290.0,False,SOFT,31.0,True,Ferrari,0 days 01:22:18.026000,2018-03-25 06:28:29.207,1,3.0,False,,False,True
0 days 01:25:12.395000,RAI,7,0 days 00:01:27.045000,50.0,2.0,,,0 days 00:00:29.133000,0 days 00:00:23.331000,0 days 00:00:34.581000,0 days 01:24:14.479000,0 days 01:24:37.810000,0 days 01:25:12.391000,277.0,293.0,288.0,,False,SOFT,32.0,True,Ferrari,0 days 01:23:45.350000,2018-03-25 06:29:56.531,1,3.0,False,,False,True
0 days 01:26:39.791000,RAI,7,0 days 00:01:27.396000,51.0,2.0,,,0 days 00:00:29.181000,0 days 00:00:23.341000,0 days 00:00:34.874000,0 days 01:25:41.572000,0 days 01:26:04.913000,0 days 01:26:39.787000,274.0,289.0,282.0,291.0,False,SOFT,33.0,True,Ferrari,0 days 01:25:12.395000,2018-03-25 06:31:23.576,1,3.0,False,,False,True
0 days 01:28:07.435000,RAI,7,0 days 00:01:27.644000,52.0,2.0,,,0 days 00:00:29.355000,0 days 00:00:23.473000,0 days 00:00:34.816000,0 days 01:27:09.142000,0 days 01:27:32.615000,0 days 01:28:07.431000,272.0,289.0,283.0,280.0,False,SOFT,34.0,True,Ferrari,0 days 01:26:39.791000,2018-03-25 06:32:50.972,1,3.0,False,,False,True
0 days 01:29:34.246000,RAI,7,0 days 00:01:26.811000,53.0,2.0,,,0 days 00:00:29.048000,0 days 00:00:23.287000,0 days 00:00:34.476000,0 days 01:28:36.479000,0 days 01:28:59.766000,0 days 01:29:34.242000,275.0,295.0,283.0,286.0,True,SOFT,35.0,True,Ferrari,0 days 01:28:07.435000,2018-03-25 06:34:18.616,1,3.0,False,,False,True
0 days 01:31:01.050000,RAI,7,0 days 00:01:26.804000,54.0,2.0,,,0 days 00:00:29.071000,0 days 00:00:23.339000,0 days 00:00:34.394000,0 days 01:30:03.313000,0 days 01:30:26.652000,0 days 01:31:01.046000,278.0,294.0,283.0,287.0,True,SOFT,36.0,True,Ferrari,0 days 01:29:34.246000,2018-03-25 06:35:45.427,1,3.0,False,,False,True
0 days 01:32:27.431000,RAI,7,0 days 00:01:26.381000,55.0,2.0,,,0 days 00:00:28.920000,0 days 00:00:23.114000,0 days 00:00:34.347000,0 days 01:31:29.966000,0 days 01:31:53.080000,0 days 01:32:27.427000,277.0,294.0,283.0,285.0,True,SOFT,37.0,True,Ferrari,0 days 01:31:01.050000,2018-03-25 06:37:12.231,1,3.0,False,,False,True
0 days 01:33:53.977000,RAI,7,0 days 00:01:26.546000,56.0,2.0,,,0 days 00:00:28.901000,0 days 00:00:23.237000,0 days 00:00:34.408000,0 days 01:32:56.328000,0 days 01:33:19.565000,0 days 01:33:53.973000,276.0,294.0,284.0,287.0,False,SOFT,38.0,True,Ferrari,0 days 01:32:27.431000,2018-03-25 06:38:38.612,1,3.0,False,,False,True
0 days 01:35:20.350000,RAI,7,0 days 00:01:26.373000,57.0,2.0,,,0 days 00:00:28.698000,0 days 00:00:23.101000,0 days 00:00:34.574000,0 days 01:34:22.671000,0 days 01:34:45.772000,0 days 01:35:20.346000,285.0,299.0,287.0,296.0,True,SOFT,39.0,True,Ferrari,0 days 01:33:53.977000,2018-03-25 06:40:05.158,1,3.0,False,,False,True
0 days 01:36:47.773000,RAI,7,0 days 00:01:27.423000,58.0,2.0,,,0 days 00:00:29.282000,0 days 00:00:23.312000,0 days 00:00:34.829000,0 days 01:35:49.628000,0 days 01:36:12.940000,0 days 01:36:47.769000,268.0,293.0,281.0,288.0,False,SOFT,40.0,True,Ferrari,0 days 01:35:20.350000,2018-03-25 06:41:31.531,1,3.0,False,,False,True
0 days 00:08:52.005000,BOT,77,0 days 00:01:43.824000,1.0,,,,,0 days 00:00:25.298000,0 days 00:00:38.132000,,0 days 00:08:13.980000,0 days 00:08:52.628000,260.0,302.0,290.0,221.0,False,nan,,True,Mercedes,0 days 00:07:07.988000,2018-03-25 05:13:19.169,,15.0,False,,False,False
0 days 00:10:25.269000,BOT,77,0 days 00:01:33.264000,2.0,1.0,,,0 days 00:00:31.344000,0 days 00:00:24.700000,0 days 00:00:37.220000,0 days 00:09:23.341000,0 days 00:09:48.041000,0 days 00:10:25.261000,275.0,302.0,288.0,266.0,True,ULTRASOFT,4.0,False,Mercedes,0 days 00:08:52.005000,2018-03-25 05:15:03.186,,15.0,False,,False,False
0 days 00:11:57.849000,BOT,77,0 days 00:01:32.580000,3.0,1.0,,,0 days 00:00:31.142000,0 days 00:00:24.674000,0 days 00:00:36.764000,0 days 00:10:56.403000,0 days 00:11:21.077000,0 days 00:11:57.841000,259.0,292.0,300.0,,True,ULTRASOFT,5.0,False,Mercedes,0 days 00:10:25.269000,2018-03-25 05:16:36.450,,15.0,False,,False,False
0 days 00:13:29.697000,BOT,77,0 days 00:01:31.848000,4.0,1.0,,,0 days 00:00:30.895000,0 days 00:00:24.449000,0 days 00:00:36.504000,0 days 00:12:28.736000,0 days 00:12:53.185000,0 days 00:13:29.689000,258.0,290.0,286.0,283.0,True,ULTRASOFT,6.0,False,Mercedes,0 days 00:11:57.849000,2018-03-25 05:18:09.030,,14.0,False,,False,False
